game,rating,platform,genre,release
Life Is Strange Episode 1,16,Playstation 3,Adventure,2015-01-28
Life Is Strange Episode 1,16,XBox 360,Adventure,2015-01-28
Life Is Strange Episode 1,16,Xbox One,Adventure,2015-01-28
Life Quest,3,PC,Puzzle,2012-09-07
Life is Feudal: MMO,16,PC,RPG,2017-08-20
Life is Strange: Before The Storm Episode 1,16,PC,Other,2017-08-30
Life is Strange: Before The Storm Episode 1,16,PlayStation 4,Other,2017-08-30
Life is Strange: Before The Storm Episode 1,16,Xbox One,Other,2017-08-30
Life of Pixel,3,Nintendo Wii U,Adventure,2015-04-15
Lifeless Planet,12,PC,Adventure,2014-05-30
Lifeless Planet: Premier Edition,12,PlayStation 4,Adventure,2016-07-19
Lifeless Planet: Premier Edition,12,Xbox One,Adventure,2015-02-09
Lifesigns - Hospital Affairs,12,Nintendo DS,Adventure,2009-02-28
Light Crusader,12,Nintendo Wii - Virtual Console,RPG,2007-12-07
Light Crusader,12,PC,Adventure,2011-01-10
"Lights, Camera, Party!",7,Playstation 3,Other,2012-08-16
Lili: Child of Geos,7,PlayStation 4,Adventure,2017-06-20
Lilo & Stitch - Trouble in Paradise,3,PC,Adventure,2005-03-22
Lilo & Stitch - Trouble in Paradise,3,Playstation 1,Adventure,2005-11-15
Limbo,16,Nintendo Wii U,Action,2015-08-20
Limbo,18,XBOX 360 Live Arcade,Other,2010-06-10
Linda Hyde:  Vampire Mansion,12,Nintendo DS,Adventure,2011-02-28
Linda Hyde: Vampire Mansion,7,PC,Adventure,2010-09-08
Linda Hyde: das Vatikan-Geheimnis,7,PC,Puzzle,2011-05-04
Line Rider Freestyle,7,Nintendo DS,Puzzle,2009-05-22
Line Rider Freestyle,7,Nintendo Wii,Puzzle,2009-07-03
Line Rider Freestyle,7,PC,Puzzle,2009-05-22
Line of sight : Vietnam,16,PC,Strategy,2003-07-18
Lineage 2,12,PC,Action,2004-11-17
Lineage 2 Gracia,12,PC,Adventure,2008-09-19
Lineage II Gracia Final,12,PC,RPG,2009-04-24
Lineage II: Chaotic Throne - Kamael,12,PC,RPG,2008-02-01
Lineage II: Goddess of Destruction,12,PC,RPG,2011-12-15
Linelight,3,PlayStation 4,Puzzle,2017-01-24
Linger in Shadows,12,PlayStation Network,Action,2008-07-30
Lingo,3,Nintendo DS,Puzzle,2011-02-07
Lingo voor Kinderen,3,Nintendo DS,Puzzle,2011-02-07
Link 'n' Launch,3,Nintendo DSi - DSiWare,Puzzle,2010-08-06
Link's Crossbow Training,12,Nintendo Wii - Virtual Console,Action,2007-12-07
Links 2003*,3,PC,Sports,2005-01-01
Links 2004,3,XBox,Sports,2003-10-15
Lion King,3,Game Boy Advance,Action,
Lion King Operation Pridelands,3,PC,Action,2005-09-16
Lionel Trains: On Track,3,Nintendo DS,Simulation,2007-02-16
Lionheart: Legacy of the Crusader,16,PC,RPG,2003-08-31
Lips: Party Classics,12,XBox 360,Music / Dance,2010-02-27
Lips™: Canta en Español,12,Digiblast,Music / Dance,2009-11-30
Lips™: Deutsche Partyknaller,12,XBox 360,Music / Dance,2009-11-30
Liquidator,16,PC,Action,2006-05-26
Lissy 30 paardenspellen,3,PC,Other,2006-04-03
Lithium Inmate 39,16,PlayStation 4,Puzzle,2016-10-20
Litil Divil*,3,PC,Puzzle,2004-03-26
Little Battlers eXperience,7,Nintendo 3DS,Action,2015-09-04
Little Book of Big Secret,3,Nintendo DSi - DSiWare,Other,2010-02-12
Little Britain: The Computer Game,12,PC,Other,2007-03-16
Little Britain: The Computer Game,12,Playstation 2,Other,2007-03-16
Little Charley Bear,3,Nintendo DS,Other,2012-04-27
Little Deviants,7,PlayStation Vita,Action,2012-02-22
Little Inferno,12,Nintendo Wii U,Other,2012-11-30
Little King's Story,7,Nintendo Wii,Simulation,2009-04-24
Little Mermaid 2,3,PC,Adventure,2005-10-14
Little Mermaid 2,3,Playstation 1,Adventure,2005-04-08
Little Mermaid Print Studio,3,PC,Adventure,2005-09-01
Little NINJA BROTHERS,7,Nintendo Wii U,RPG,2015-05-29
Little Nightmares,16,PC,Adventure,2017-04-28
Little Nightmares,16,PlayStation 4,Adventure,2017-04-28
Little Nightmares,16,Xbox One,Adventure,2017-04-28
Little Noir Stories: The Case of the Missing Girl,12,PC,Puzzle,2012-12-07
Little Robots,3,PC,Racing,2003-10-24
Little Shop - City Lights,3,PC,Action,2009-04-28
Little Shop of Treasures 2,3,PC,Other,2009-03-03
Little Shop – Road Trip,3,PC,Action,2009-05-26
Little Tournament Over Yonder,12,Nintendo Wii – WiiWare,Action,2009-10-16
Little Wingels,3,Nintendo DS,Other,2009-10-16
LittleBigPlanet,7,Playstation 3,Adventure,2008-12-23
LittleBigPlanet,7,Sony PSP,Action,2009-11-19
LittleBigPlanet - Game of the Year Edition,7,Playstation 3,Adventure,2009-11-13
LittleBigPlanet 2,7,Playstation 3,Action,2011-01-17
LittleBigPlanet HUB,7,Playstation 3,Adventure,2014-04-02
LittleBigPlanet Karting,7,Playstation 3,Racing,2012-11-23
LittleBigPlanet PSVita Marvel Super Hero Edition,7,PlayStation Vita,Other,2014-11-19
LittleBigPlanet(TM) 2 Extras Edition,7,Playstation 3,Adventure,2013-02-20
LittleBigPlanet(TM) PlayStation(R)Vita,7,PlayStation Vita,Action,2012-09-19
LittleBigPlanet: Metal Gear Solid Level Kit,7,PlayStation Network,Action,2008-12-23
LittleBigPlanet™ 3,7,PlayStation 4,Adventure,2014-11-21
LittleBigPlanet™ 3,7,Playstation 3,Adventure,2014-11-21
Littlest Pet Shop,3,Nintendo DSi - DSiWare,Puzzle,2009-12-25
Littlest Pet Shop 3 Biggest Stars Blue Team,3,Nintendo DS,Adventure,2010-10-08
Littlest Pet Shop 3 Biggest Stars Pink Team,3,Nintendo DS,Adventure,2010-10-08
Littlest Pet Shop 3 Biggest Stars Purple Team,3,Nintendo DS,Adventure,2010-10-08
Littlest Pet Shop Friends,3,Nintendo Wii,Other,2009-10-16
Littlest Pet Shop Friends: Beach,3,Nintendo DS,Other,2009-10-16
Littlest Pet Shop Friends: City,3,Nintendo DS,Other,2009-10-16
Littlest Pet Shop Online,,PC,Action,2010-03-11
Littlest Pet Shop Spring,3,Nintendo DS,Action,2009-03-06
Littlest Pet Shop: Country,3,Nintendo DS,Other,2009-10-16
Livelock,12,PC,Action,2016-07-26
Livelock,12,PlayStation 4,Action,2016-07-26
Livelock,12,Xbox One,Action,2016-07-26
Living Legends 2: Die Eisprinzessin,7,PC,Puzzle,2013-11-06
Living Legends: Die Eisrose,7,PC,Puzzle,2013-01-09
Living Legends: Frozen Beauty CE,7,PC,Puzzle,2015-06-30
Living Legends: Ice Rose,7,PC,Adventure,2012-07-29
Living World Racing,3,Playstation 2,Racing,2006-07-01
Lizzie McGuire,3,Game Boy Advance,Action,
Loaded *,12,Playstation 1,Action,2003-11-07
Loading Human: Chapter 1,16,PlayStation 4,Adventure,2016-10-13
Loadout,18,PC,Action,2014-01-31
Loadout,18,PlayStation 4,Action,2014-12-17
Loch Ness*,12,PC,Adventure,2001-11-10
Lock On: Air Combat Simulation,7,PC,Simulation,2003-10-02
Lock On: Flaming Cliffs 2,16,PC,Simulation,2010-05-06
Lock'n'Chase,3,Nintendo 3DS,Puzzle,2011-12-01
Lock's Quest,7,PC,Strategy,2017-05-30
Lock's Quest,7,PlayStation 4,Strategy,2017-05-30
Lock's Quest,7,Xbox One,Strategy,2017-05-30
Lock's Quest: Construction Combat,7,Nintendo DS,Strategy,2008-09-15
Loco Commotion,3,PC,Puzzle,2003-09-24
Loco Mania,3,PC,Strategy,2006-02-24
Loco Roco Solo Demo,3,Sony PSP,Action,2006-04-30
LocoCycle,12,PC,Action,2013-11-22
LocoCycle,12,XBox 360,Action,2013-11-22
LocoCycle,12,Xbox One,Action,2013-11-22
LocoRoco,3,Sony PSP,Action,2006-06-21
LocoRoco Cocoreccho,3,PlayStation Network,Action,2007-08-03
LocoRoco Midnight Carnival,3,PlayStation Network,Puzzle,2009-10-22
LocoRoco Remastered,3,PlayStation 4,Other,2017-04-11
LocoRoco™ 2,3,Sony PSP,Action,2008-11-21
Locomotive 2,3,PC,Puzzle,2009-02-18
Lode Runner,3,Nintendo Wii - Virtual Console,Action,2010-03-12
Lode Runner,7,XBOX 360 Live Arcade,Other,2008-07-18
Log Jamming,,Playstation 3,Strategy,2013-06-30
Logic Cubes,3,Nintendo DS,Other,2010-10-08
Logic Games,3,Mobile,Other,2010-10-07
Logic Machines,3,Nintendo DS,Other,2009-06-19
Logistics Company,3,PC,Simulation,2014-11-05
Logistics Company Simulator,3,PC,Simulation,2015-04-03
Lola & Virginia,3,Nintendo DS,Adventure,2008-11-30
Lola's Alphabet Train,3,Nintendo DSi - DSiWare,Educational,2011-08-15
Lola's Fruit Shop Sudoku,3,Nintendo DSi - DSiWare,Educational,2012-06-14
Lola's Math Train,3,Nintendo 3DS,Educational,2013-03-05
Lollipop Chainsaw,18,Playstation 3,Action,2012-05-25
Lollipop Chainsaw,18,XBox 360,Action,2012-05-25
London 2012™: The Official Video Game of the Olympic Games,3,PC,Sports,2012-06-29
London 2012™: The Official Video Game of the Olympic Games,3,Playstation 3,Sports,2012-06-29
London 2012™: The Official Video Game of the Olympic Games,3,XBox 360,Sports,2012-06-29
London Cab Challenge,3,Playstation 2,Racing,2006-09-15
London Racer - Destruction Madness,7,PC,Racing,2005-10-13
London Racer - Destruction Madness,7,Playstation 2,Racing,2005-10-13
London Racer - Police Madness,7,PC,Racing,2005-10-27
London Racer - Police Madness,7,Playstation 2,Racing,2005-10-27
London Taxi Rushour,3,Nintendo Wii,Racing,2007-12-06
London Taxi Rushour,3,Playstation 2,Racing,2007-12-06
London Underground Simulator - World of Subways Vol. 3,3,PC,Simulation,2011-06-30
Lone Survivor: The Director's Cut,16,Nintendo Wii U,Action,2014-09-18
Lone Survivor: The Director's Cut,16,PlayStation 4,Action,2014-09-16
Lone Survivor: The Director's Cut,16,PlayStation Vita,Other,2013-09-04
Lone Survivor: The Director's Cut,16,Playstation 3,Other,2013-09-04
Looney Toons: Back in Action,3,Game Boy Advance,Action,2003-11-07
Looney Toons: Back in Action,3,GameCube,Action,2003-11-07
Looney Toons: Back in Action,3,Playstation 2,Action,2003-11-07
Looney Tunes Galactic Sports,7,PlayStation Vita,Sports,2015-05-19
Looney Tunes: Cartoon Concerto,3,Nintendo DS,Music / Dance,2008-06-30
Loophole Skrattmagi & Glädjetjuvar,3,PC,Adventure,2003-10-30
Loot Rascals,7,PC,RPG,2017-03-29
Loot Rascals,7,PlayStation 4,RPG,2017-03-30
Lord of Arcana,16,Sony PSP,Action,2011-01-28
Lord of Magna: Maiden Heaven,16,Nintendo 3DS,RPG,2015-06-04
Lord of the Rings: Aragorns Quest,12,Nintendo DS,Adventure,2010-10-01
Lord of the Rings: Aragorns Quest,12,Playstation 2,Adventure,2010-10-01
Lord of the Rings: Aragorns Quest,12,Sony PSP,Adventure,2010-10-01
Lords Of EverQuest,12,PC,Strategy,2003-12-04
Lords of Football,12,PC,Simulation,2013-12-13
Lords of Thunder,7,Nintendo Wii - Virtual Console,Action,2008-02-08
Lords of the Black Sun,7,PC,Strategy,2014-09-19
Lords of the Fallen,16,PC,RPG,2014-10-28
Lords of the Fallen,16,PlayStation 4,RPG,2014-10-28
Lords of the Fallen,16,Xbox One,RPG,2014-10-28
Los 40 Principales: Karaoke Party,12,Nintendo Wii,Music / Dance,2014-11-10
Los 40 Principales: Karaoke Party,12,Playstation 3,Music / Dance,2014-11-11
Los 40 Principales: Karaoke Party Vol.2,12,Nintendo Wii,Music / Dance,2015-10-22
Los 40 Principales: Karaoke Party Vol.2,12,PlayStation 4,Music / Dance,2015-10-21
Los 40 Principales: Karaoke Party Vol.2,12,Playstation 3,Music / Dance,2015-10-21
Los Lunis,3,Nintendo DS,Other,2009-05-01
Los Sueños de Guille: Juega y Crea,3,PC,Educational,2008-11-17
Lost Chronicles of Zerzura,16,PC,Adventure,2012-02-03
Lost Cities,3,XBOX 360 Live Arcade,Board / Card,2008-03-01
Lost City of Gold,3,PC,Puzzle,2006-01-31
Lost Dimension,16,PlayStation Vita,RPG,2015-08-28
Lost Dimension,16,Playstation 3,RPG,2015-08-28
Lost Empire Immortals,7,PC,Strategy,2008-03-14
Lost Grimoires - Stolen Kingdom,7,PC,Puzzle,2017-05-31
Lost Grimoires: Stolen Kingdom,7,PlayStation 4,Puzzle,2017-07-25
Lost Grimoires: Stolen Kingdom,7,Xbox One,Puzzle,2017-04-21
Lost Horizon,16,PC,Adventure,2010-08-27
Lost Horizon 2,16,PC,Adventure,2015-08-28
Lost Identities,12,Nintendo DS,Adventure,2010-09-24
Lost Inca Prophecy 2,3,PC,Puzzle,2013-01-11
Lost Kingdoms 2,12,GameCube,RPG,2003-05-16
Lost Lagoon 2: Cursed and Forgotten,7,PC,Adventure,2013-07-24
Lost Lagoon: The Trail of Destiny,3,PC,Puzzle,2013-06-21
Lost Legends: Die weinende Frau,7,PC,Puzzle,2014-02-18
Lost Magic,7,Nintendo DS,RPG,2006-03-31
Lost Planet,16,PC,Action,2007-06-29
Lost Planet,16,Playstation 3,Action,2008-03-20
Lost Planet,16,XBox 360,Action,2007-02-01
Lost Planet 2,16,Playstation 3,Action,2010-02-05
Lost Planet 2,16,XBox 360,Action,2010-02-04
Lost Planet 2 PC Edition,16,PC,Action,2010-09-17
Lost Planet 3,16,PC,Action,2013-08-30
Lost Planet 3,16,Playstation 3,Action,2013-08-30
Lost Planet 3,16,XBox 360,Action,2013-08-30
Lost Planet Colonies,16,PC,Action,2008-06-13
Lost Planet Colonies,16,XBox 360,Action,2008-06-13
Lost Realms 1 & 2 (The Hidden Mystery Collectives),3,PC,Puzzle,2010-10-29
Lost Realms: Der Fluch von Babylon,3,PC,Puzzle,2010-10-25
Lost Sea,7,PlayStation 4,Action,2016-07-06
Lost Sea,7,Xbox One,Action,2016-07-06
Lost Secrets: Bermuda Dreieck,3,PC,Puzzle,2009-11-18
Lost Secrets: King Tut's Tomb,3,PC,Adventure,2010-04-30
Lost Souls: Enchanted Paintings,7,PC,Puzzle,2012-02-24
Lost in Blue,7,Nintendo DS,Adventure,2005-11-10
Lost in Blue,7,Nintendo Wii,Adventure,2008-09-25
Lost in Blue 2,7,Nintendo DS,Adventure,2008-08-01
Lost in Blue 3,7,Nintendo DS,Adventure,2008-09-25
Lost in the City,7,PC,Adventure,2009-10-21
Lost in the City: Die verlassene Stadt,3,PC,Puzzle,2009-10-30
Lost odyssey,16,XBox 360,RPG,2008-02-02
LostWinds,7,Nintendo Wii – WiiWare,Action,2008-05-18
LostWinds,7,PC,Action,2016-03-24
LostWinds: Winter of the Melodias,7,Nintendo Wii – WiiWare,Action,2009-10-09
LostWinds: Winter of the Melodias,7,PC,Action,2016-03-24
Louisiana - Mystery Cases,7,PC,Adventure,2010-02-17
Louvre Final Curse,16,PC,Action,2007-09-08
Love Chronicles: Das Schwert und die Rose,7,PC,Puzzle,2012-03-08
Love Chronicles: Der Fluch,3,PC,Puzzle,2011-01-05
Love Chronicles: Erlösung,7,PC,Puzzle,2014-09-03
Love Chronicles: The Spell,7,PC,Puzzle,2011-01-07
Love Chronicles: The Sword and the Rose,7,PC,Puzzle,2015-01-15
Love Is... ...In Bloom,3,Nintendo DS,Other,2009-06-30
Love Is... ...In Bloom,3,Nintendo Wii,Other,2009-10-09
Love Love Seat,3,Playstation 3 HOME,Other,2009-08-31
Love Story 2: Das Strandhaus,3,PC,Puzzle,2012-06-14
Love Story: Briefe aus der Vergangenheit,3,PC,Puzzle,2010-10-04
Love Story: Letters from the Past,3,PC,Puzzle,2014-10-30
Love Story: The Beach Cottage,3,PC,Puzzle,2015-01-15
Lovely Lisa,3,Nintendo DS,Simulation,2009-06-25
Lovely Planet,3,Nintendo Wii U,Action,2015-10-31
Lovely Planet,3,PlayStation 4,Action,2015-10-31
Lovely Planet,3,Xbox One,Action,2015-10-29
Lovers in a Dangerous Spacetime,7,PlayStation 4,Action,2016-02-02
Lovers in a Dangerous Spacetime,7,Xbox One,Action,2015-09-13
Loving Life with Hello Kitty and Friends,3,Nintendo DS,Other,2011-02-24
Lowrider,12,Playstation 2,Simulation,2005-01-10
Lowrider Simulator,3,PC,Racing,2010-11-10
Lucent Heart,12,PC,Action,2011-07-15
Lucha Fury,12,XBOX 360 Live Arcade,Action,2011-01-26
Lucidity,7,PC,Adventure,2009-09-15
Lucidity,7,XBOX 360 Live Arcade,Adventure,2009-09-15
Lucinda Green's Equestrian Challenge,3,PC,Sports,2007-06-15
Lucinda Green's Equestrian Challenge,3,PC,Sports,2007-06-15
Lucinda Green's Equestrian Challenge,3,Playstation 2,Sports,2007-06-15
Lucinda Green's Equestrian Challenge,3,Playstation 2,Sports,2007-06-15
Lucius,18,PC,Adventure,2012-10-26
Lucius 2 - The Prophecy,18,PC,Action,2015-06-30
Lucius 2 - The Prophecy,18,PlayStation 4,Action,2015-10-30
Luckslinger,12,PlayStation 4,Action,2016-03-17
Luckslinger,12,Xbox One,Action,2015-10-16
Lucky Luke & The Daltons,3,Nintendo 3DS,Action,2015-06-09
Lucys Expedition,3,PC,Adventure,2009-08-25
LudoMedic - Chimiothérapie,,PC,Educational,2012-01-12
LudoMedic - Chirurgie pédiatrique,,PC,Educational,2012-01-12
LudoMedic - IRM,,PC,Educational,2012-01-12
Ludwig,3,PC,Adventure,2012-07-10
Lufia: The Legend Returns,7,Nintendo 3DS,RPG,2014-11-20
Luftrausers,7,PlayStation Vita,Action,2014-03-10
Luftrausers,7,Playstation 3,Action,2013-11-12
Luigi's Mansion (Player's Choice),3,GameCube,Adventure,2003-04-04
Luigi's Mansion 2,7,Nintendo 3DS,Action,2013-03-28
Lula 3D,18,PC,Adventure,2005-12-01
Lumberjack Simulator,3,PC,Simulation,2010-10-15
Lumines,3,Sony PSP,Puzzle,2005-09-01
Lumines,3,XBox 360,Other,2006-04-15
Lumines,3,XBox 360,Other,2006-06-30
Lumines Electronic Symphony,3,PlayStation Vita,Puzzle,2012-02-22
Lumines II,12,Sony PSP,Puzzle,2006-12-17
Lumines Plus,3,Playstation 2,Puzzle,2007-03-01
Luminous Arc,7,Nintendo DS,RPG,2007-09-21
Luminous Arc 2,12,Nintendo DS,RPG,2009-10-30
Lumo,3,PlayStation 4,Adventure,2016-04-24
Lumo,3,PlayStation Vita,Adventure,2016-04-24
Lumo,3,Xbox One,Adventure,2016-04-24
Lunar Genesis,12,Nintendo DS,RPG,2006-01-26
Lunar Knights,12,Nintendo DS,Adventure,2007-03-15
Lunar Lander & Millipede & Super Breakout,3,Game Boy Advance,Other,2005-08-19
Lunar Leap (GAME SPACE MINIGAME),,Playstation 3 HOME,Action,2009-11-26
Lunar Pool,3,Nintendo Wii - Virtual Console,Sports,2007-08-24
Lunar: Silver Star Harmony,12,PlayStation Network,RPG,2010-09-16
Lutherdome,12,PC,Other,2014-12-17
Luv Me Buddies Wonderland,3,Nintendo 3DS,Puzzle,2015-01-28
Lux,3,PC,Strategy,2006-03-02
Lux Pain,12,Nintendo DS,Adventure,2009-03-27
Luxor,3,Nintendo 3DS,Puzzle,2012-08-26
Luxor - Quest for the Afterlife,3,PC,Puzzle,2009-04-08
Luxor 2,3,PC,Puzzle,2008-04-25
Luxor 2,3,XBox 360,Other,2007-03-14
Luxor 5 - Die fünfte Passage,3,PC,Adventure,2011-05-27
Luxor Amun Rising,3,PC,Puzzle,2007-04-20
Luxor Collection,3,PC,Puzzle,2009-03-09
Luxor HD,3,PC,Puzzle,2011-05-31
Luxor Pharaoh's Challenge,3,Nintendo DS,Puzzle,2008-04-25
Luxor Pharaoh's Challenge,3,Nintendo Wii,Puzzle,2008-04-25
Luxor Pharaoh's Challenge,3,Playstation 2,Puzzle,2008-04-25
Luxor Pharaoh's Challenge,3,Sony PSP,Puzzle,2008-04-25
Luxury Liner Tycoon,3,PC,Strategy,2005-04-29
Lyalat Wars,7,Nintendo Wii - Virtual Console,Action,2007-03-30
Léa Passion Online,,PC,Simulation,2011-11-21
Léa Passion Online,3,PC,Adventure,2011-11-21
Léa Passion Vétérinaire,3,Game Boy Advance,Adventure,2006-10-26
Léa Passion Vétérinaire,3,Nintendo DS,Adventure,2006-10-26
Léa Passion vétérinaire,3,PC,Simulation,2006-10-26
M&M's: Break'em,3,Nintendo DS,Puzzle,2008-05-15
M.O.Z.O.X. Space Salvager,7,Sony PSP - PSP GO,Action,2011-02-15
M.U.D. TV,7,PC,Strategy,2010-03-18
MACE GRIFFIN : BH,16,PC,Action,2003-06-13
MACE GRIFFIN : BH,16,Playstation 2,Action,2003-06-13
MACE GRIFFIN : BH,16,XBox,Action,2003-06-13
MACH,7,Sony PSP,Racing,2007-03-02
MADWORLD,18,Nintendo Wii,Action,2009-03-20
MAG,16,Playstation 3,Action,2010-01-27
MAGIC SOLITAIRE,3,PC,Board / Card,2006-06-16
MAGICAL BEAT,3,PlayStation Vita,Puzzle,2013-12-05
MAGICIAN LORD,7,Playstation 3,Action,2010-12-22
MAGICIAN LORD,7,Sony PSP,Action,2010-12-22
MAGIX Music Maker RockStar,3,Playstation 2,Music / Dance,2009-03-30
MAGRUNNER: DARK PULSE,16,PC,Puzzle,2013-06-20
MAGRUNNER: DARK PULSE,16,Playstation 3,Puzzle,2013-09-05
MAGRUNNER: DARK PULSE,16,XBox 360,Puzzle,2013-09-05
MAHJONG,3,Nintendo DS,Board / Card,2007-10-22
MAKING HISTORY : THE CALM & THE STORM,3,PC,Strategy,2008-01-25
MAPPY,3,Nintendo Wii - Virtual Console,Action,2009-03-26
MAPPY-LAND,3,Nintendo Wii U,Action,2015-02-13
MARIE-ANTOINETTE et la Guerre d'Indépendance Américaine - Episode 1 - La Fraternité du Loup,7,Nintendo DS,Adventure,2010-11-08
MARIO TENNIS OPEN,3,Nintendo 3DS,Sports,2012-05-25
MARS MASTER OF THE COLOURS,7,Mobile,Adventure,2013-01-21
MARS MASTER OF THE COLOURS,7,PC,Adventure,2013-01-01
MARS WAR LOGS,16,PC,RPG,2013-04-18
MARS WAR LOGS,16,Playstation 3,RPG,2013-09-05
MARS WAR LOGS,16,XBox 360,RPG,2013-09-05
MARTINE A LA MONTAGNE,3,Nintendo DS,Other,2008-04-18
MARVEL Pinball,12,Playstation 3,Other,2010-12-01
MARVEL VS. CAPCOM 3 Fate of Two Worlds,12,Playstation 3,Action,2011-02-24
MARVEL VS. CAPCOM 3 Fate of Two Worlds,12,XBox 360,Action,2011-02-25
MARVIN'S MAZE,3,Sony PSP - PSP GO,Other,2011-06-15
MASCOTAS,3,PC,Other,2007-10-05
MASSIVE ASSAULT NETWORK,12,PC,Strategy,2005-04-30
MASSIVE CHALICE,16,Xbox One,Strategy,2015-05-30
MATHS PLAY,3,Nintendo DS,Educational,2008-03-27
MAWASKES,3,Sony PSP,Puzzle,2008-10-15
MAYHEM,7,Playstation 3,Racing,2010-10-29
MAYHEM,7,XBox 360,Racing,2010-10-28
MAZES OF FATE,12,Nintendo DS,RPG,2008-09-12
MC Groova Dance Craze,3,GameCube,Music / Dance,2005-01-03
MEDABOTS AX: METABEE Ver.,7,Nintendo Wii U,Action,2015-11-05
MEDABOTS AX: ROKUSHO Ver.,7,Nintendo Wii U,Action,2015-11-05
MEDABOTS INFINITY,3,GameCube,Adventure,2004-09-30
MEDABOTS: METABEE,7,Nintendo Wii U,Action,2015-10-01
MEDABOTS: ROKUSHO,7,Nintendo Wii U,Action,2015-10-01
MEDAL OF HONOR ALLIED ASSAULT (Classic),12,PC,Strategy,2005-01-01
MEDAL OF HONOR ALLIED ASSAULT BREAKTHROUGH,12,PC,Strategy,2003-10-03
MEDAL OF HONOR ALLIED ASSAULT DELUXE EDITION,12,PC,Strategy,2003-05-23
MEDAL OF HONOR FRONTLINE (Classic),12,GameCube,Strategy,2003-07-01
MEDAL OF HONOR FRONTLINE (Classic),12,Playstation 2,Strategy,2003-07-01
MEDAL OF HONOR FRONTLINE (Classic),12,XBox,Strategy,2003-07-01
MEGA MAN BATTLE NETWORK 2,7,Nintendo Wii U,Action,2015-05-14
MEGA MAN BATTLE NETWORK 3 BLUE,7,Nintendo Wii U,Action,2015-06-11
MEGA MAN BATTLE NETWORK 3 WHITE,7,Nintendo Wii U,Action,2015-06-11
MEGA MAN BATTLE NETWORK 4 BLUE MOON,7,Nintendo Wii U,Action,2015-07-09
MEGA MAN BATTLE NETWORK 4 RED SUN,7,Nintendo Wii U,Action,2015-07-09
MEGA MAN BATTLE NETWORK 5: TEAM COLONEL,7,Nintendo Wii U,Action,2015-11-05
MEGA MAN BATTLE NETWORK 5: TEAM PROTOMAN,7,Nintendo Wii U,Action,2015-11-05
